Municipio,Codigo,IDHM,PIB_cap,Pop,area,densidade2021,let,Risco,dose1,dose2,reforco,Idade_mediana,Doses_diárias
ÁLVARO DE CARVALHO,350140,0.688,0.963245,5320,153.662,0.34621441865913494,0.029069767441860465,0.06395348837209303,0.5515104401054157,0.5979682763740284,0.22131495617219082,31.5,31.738161559888578
ALVINLÂNDIA,350150,0.722,1.619038,3251,84.879,0.383015822523828,0.10714285714285714,0.4166666666666667,0.2972375137881373,0.38069520126836964,0.24619856200929283,45.5,23.584821428571427
AMERICANA,350160,0.811,4.779348000000001,244370,133.912,18.248551287412628,0.03351701782820097,0.08648298217179903,0.31941968597526293,0.3422777896989679,0.2030043261654885,40,663.4268707482993
AMÉRICO BRASILIENSE,350170,0.751,2.4008700000000003,41545,122.958,3.378796011646253,0.019712306872669155,0.3803942461374534,0.224949405950799,0.26759900170944023,0.21593613234520084,38,109.64672897196262
AMÉRICO DE CAMPOS,350180,0.745,1.976704,5993,252.876,0.23699362533415588,0.02653631284916201,0.16620111731843576,0.3333676235230437,0.4578355041299929,0.46376054666990163,43,36.00333333333333
AMPARO,350190,0.785,6.480487999999999,73145,445.323,1.64251565717468,0.028340918494000826,0.049648324369052546,0.34529041360887797,0.40610947042725665,0.29726093107012225,38,224.8443649373882
ANALÂNDIA,350200,0.754,3.729853,5115,325.953,0.15692446457004539,0.011049723756906077,0.1270718232044199,0.27306436333240913,0.3313822736149964,0.2012739889732705,38,27.80141843971631
ANDRADINA,350210,0.779,3.366169,57245,964.226,0.5936886165691446,0.04192588585339464,0.17040843927508792,0.3443472450001973,0.40529110815556346,0.28342699675814487,40,213.6557734204793
ANGATUBA,350220,0.719,4.038656,25724,1027.288,0.250406896605431,0.024458032240133407,0.2028904947192885,0.40106482363637586,0.33984877553212167,0.13657045637420911,39,112.30890052356021
ANHEMBI,350230,0.721,2.714444,6911,736.557,0.0938284477643957,0.036885245901639344,0.11885245901639344,0.2897760184087408,0.3400504149769015,0.2167317593771193,38,25.804295942720763
ANHUMAS,350240,0.741,1.831706,4172,320.84,0.13003366163819974,0.027586206896551724,0.08275862068965517,0.31658181491524234,0.42790404345700733,0.26597433497725076,40,23.77257525083612
APARECIDA,350250,0.755,2.9969650000000003,36211,120.89,2.9953676896352057,0.061293031066330814,0.1670864819479429,0.3216443455837633,0.3249769268268644,0.1796643321821899,43,122.04282655246253
APARECIDA D'OESTE,350260,0.721,3.036595,4122,179.004,0.23027418381712142,0.02158273381294964,0.1223021582733813,0.7447759121090638,0.8261427882925549,0.6467231516755255,40,34.260736196319016
APIAÍ,350270,0.71,2.4247229999999997,24081,974.322,0.24715648420132155,0.052930056710775046,0.08128544423440454,0.36716477731650254,0.4319314604057218,0.19862505015034554,37,111.06596306068602
ARAÇARIGUAMA,350275,0.704,14.966866,23343,145.204,1.6076003415883857,0.03540462427745665,0.09754335260115607,0.3092175620450037,0.281086170328889,0.046713244542429325,37,83.64406779661017
ARAÇATUBA,350280,0.788,3.7521169999999997,199210,1167.126,1.7068422775261627,0.03701431492842536,0.10736196319018405,0.3304747637056845,0.3626704773540645,0.2917481010882188,39,515.8840125391849
ARAÇOIABA DA SERRA,350290,0.776,2.573156,35389,255.327,1.3860265463503663,0.033013205282112844,0.13745498199279713,0.29553724367602213,0.31589339760225554,0.19410871326026316,40,113.66388308977035
ARAMINA,350300,0.74,2.2669330000000003,5689,202.829,0.2804825739908987,0.048484848484848485,0.07878787878787878,0.3587008683664572,0.4473767983525775,0.31744470717483064,35,27.578804347826086
ARANDU,350310,0.685,1.852228,6373,285.908,0.22290387117534313,0.02729044834307992,0.02729044834307992,0.3750221864483106,0.45936133352771047,0.2634983278144346,36,30.15223097112861
ARAPEÍ,350315,0.68,1.239056,2452,156.903,0.1562748959548256,0.015267175572519083,0.07633587786259542,0.3654910789806438,0.4642874366002684,0.4109800286413532,44,22.133004926108374
ARARAQUARA,350320,0.815,4.025393,240542,1003.625,2.3967318470544274,0.021636968866261992,0.15811631094576073,0.33830590200301863,0.39425038736069445,0.3040394841497768,38,658.1014492753624
ARARAS,350330,0.781,4.186392,136739,644.831,2.1205401105095754,0.022427745664739884,0.09063583815028901,0.3144894237426367,0.38907717792034685,0.2250260960215766,38,498.6725663716814
ARCO ÍRIS,350335,0.722,2.927395,1755,264.904,0.06625041524476791,0.025423728813559324,0.13559322033898305,0.4221853274636134,0.5713033432459803,0.6813212455949941,34.5,11.651757188498403
AREALVA,350340,0.744,2.713555,8665,506.226,0.1711686084871184,0.02875399361022364,0.04472843450479233,0.3360788244113898,0.4361191479645888,0.35494326577671126,36,40.3448275862069
AREIAS,350350,0.697,1.112684,3906,305.227,0.12797033027877613,0.0055248618784530384,0.022099447513812154,0.32739100348706657,0.4040320788907399,0.28330070744647046,37,22.416949152542372
AREIÓPOLIS,350360,0.695,1.2884229999999999,11186,85.907,1.3021057655371506,0.017875920084121977,0.058885383806519455,0.2547643977719085,0.29983151319194196,0.11566545654833855,36,40.24691358024691
ARIRANHA,350370,0.733,7.610811999999999,9851,132.624,0.7427765713596333,0.029950083194675542,0.22628951747088186,0.21299696027435439,0.32127324513383726,0.3323004862884552,40,40.44475138121547
ARTUR NOGUEIRA,350380,0.749,2.215659,56247,178.026,3.159482322806781,0.02553916004540295,0.08144154370034053,0.30516002688149885,0.3524453367638081,0.11968662268961199,37,179.39350912778906
ARUJÁ,350390,0.784,6.958809,92453,96.167,9.613796832593302,0.04159733777038269,0.08295697646779178,0.30776067146517955,0.3481204404028145,0.09353391083882238,39,288.0836653386454
ASPÁSIA,350395,0.735,1.9290580000000002,1815,69.373,0.2616291640840096,0.04195804195804196,0.15384615384615385,0.39036513389913685,0.509963524016512,0.38739489894104884,36,14.468619246861925
ASSIS,350400,0.805,3.244396,105768,460.609,2.2962642935765474,0.03754708097928437,0.1317090395480226,0.33279539523921725,0.38788302834934585,0.3085706757965687,39,341.1472275334608
ATIBAIA,350410,0.765,5.049862,145378,478.521,3.038069384624708,0.023937963587322995,0.1409305461901551,0.37803172957518383,0.3926470532655898,0.2905973858656187,39.5,432.58561643835617
AURIFLAMA,350420,0.773,2.015543,15316,434.498,0.3524987456789214,0.046058458813108945,0.15766164747564215,0.26399137863650207,0.3431221008172779,0.3299278838679189,43,54.642369020501135
AVAÍ,350430,0.714,5.064408,5467,540.689,0.10111172966344795,0.03067484662576687,0.06441717791411043,0.24091853877597583,0.32709221209907924,0.4737203224151093,37,19.655889145496534
AVANHANDAVA,350440,0.705,2.378213,14063,338.37,0.41561013092177207,0.031725888324873094,0.12690355329949238,0.2436955074715749,0.2996853018639565,0.1570766513510155,38,62.74846625766871
AVARÉ,350450,0.767,3.0391619999999997,91792,1213.055,0.7567010564236576,0.025438699799788012,0.06936756565775527,0.3528520237292196,0.39649857042061715,0.29926698870784885,38,298.9582542694497
BADY BASSITT,350460,0.746,2.050481,18013,110.372,1.6320262385387598,0.023779724655819776,0.13057989153108052,0.4461473624376609,0.5177269736800584,0.21997868223252412,37,85.88669950738917
BALBINOS,350470,0.669,1.040542,6127,91.635,0.6686309816118294,0.011111111111111112,0.16666666666666666,0.275439598530701,0.3594438615135827,0.08680201215736832,38.5,43.27522935779817
BÁLSAMO,350480,0.756,2.257502,9209,149.881,0.6144207738138924,0.035641547861507125,0.109979633401222,0.31546158810560443,0.4519044170814634,0.3800656232262518,39,57.96774193548387
BANANAL,350490,0.733,1.693775,11039,616.429,0.17907982914496237,0.0049504950495049506,0.019801980198019802,0.33068993211853104,0.36151598947523156,0.3082901039363867,40,43.39667458432304
BARÃO DE ANTONINA,350500,0.711,1.54826,3525,153.142,0.23017852711862194,0.019230769230769232,0.11965811965811966,0.34936968891022413,0.4456853996074068,0.38047096233381267,31.5,18.14985590778098
BARBOSA,350510,0.699,1.2939479999999999,7532,205.212,0.3670350661754674,0.029469548133595286,0.06679764243614932,0.23708013656197052,0.2769078333953587,0.22384409957089813,37,28.49473684210526
BARIRI,350520,0.75,3.318553,35844,444.405,0.8065615823404327,0.04669260700389105,0.17198443579766537,0.23937787616504166,0.2956045301527323,0.2573604171742904,41,119.9362186788155
BARRA BONITA,350530,0.788,3.550064,36125,150.121,2.406392176977238,0.024887800897592818,0.07058343533251733,0.31961195496499023,0.46105050231244177,0.36344296769235185,41,150.5566037735849
BARRA DO CHAPÉU,350535,0.66,1.4278540000000002,5794,405.681,0.14282157655892191,0.04032258064516129,0.024193548387096774,0.3037370058798625,0.36267657704493583,0.1266589938603488,38,34.242537313432834
BARRA DO TURVO,350540,0.641,1.184074,7606,1007.684,0.07548001159093526,0.03117505995203837,0.08872901678657075,0.3052027068181714,0.27856227956395246,0.30000192021929617,43,29.65648854961832
BARRETOS,350550,0.789,4.004622,123546,1566.161,0.7888461020291017,0.03874973239135089,0.12748876043673732,0.32927794533308,0.42253507459599,0.3672037387352487,38,385.65107913669067
BARRINHA,350560,0.725,1.5960290000000001,33537,146.025,2.2966615305598355,0.051698670605613,0.1536189069423929,0.2921089220173523,0.29664109694943896,0.0594019741715171,39,103.93933054393305
BARUERI,350570,0.786,18.638233,279704,65.701,42.57225917413738,0.032665140432184936,0.11686861354626166,0.34481622665450684,0.387679834376468,0.10511682085520528,39,617.7192513368984
BASTOS,350580,0.751,4.579198,20952,170.912,1.2258940273357049,0.02251978088861838,0.13329275715155203,0.40367690344979756,0.4770024595612447,0.3089131222283608,38,84.01290322580645
BATATAIS,350590,0.761,2.563634,63438,849.526,0.7467458323818223,0.02680140597539543,0.14301405975395431,0.3109233497878042,0.39692604163426937,0.3161591660921333,39,220.41701244813277
BAURU,350600,0.801,3.912144,381706,667.684,5.716866062388794,0.029111907606531262,0.12724014336917563,0.3063680369635025,0.3597474341775896,0.2802211971303728,39,998.7819063004847
BEBEDOURO,350610,0.78,4.319116999999999,77612,683.192,1.1360203281068866,0.13340870548332392,0.09892594686263426,0.3321612688199439,0.4110432600208307,0.3274003532217682,43,232.49912739965097
BENTO DE ABREU,350620,0.744,5.669961,3028,301.687,0.10036892540944754,0.01990049751243781,0.16417910447761194,0.27992603683581313,0.3642462562776832,0.28223376451773335,37,15.294303797468354
BERNARDINO DE CAMPOS,350630,0.734,1.9777189999999998,11168,244.158,0.45740872713570724,0.03662420382165605,0.04936305732484077,0.42891684915594785,0.5374257024448139,0.3778677660930276,37,77.43508771929825
BERTIOGA,350635,0.73,2.738429,66154,491.546,1.345835384684241,0.030847457627118643,0.08372881355932203,0.3761601419378789,0.3392852030070013,0.206409503646833,38,202.14944649446494
BILAC,350640,0.768,2.428498,8197,158.025,0.5187153931339978,0.02330097087378641,0.036893203883495145,0.28376876705953924,0.3843497500917951,0.3991858341577183,41,33.320197044334975
BIRIGUI,350650,0.78,2.7268689999999998,126094,530.031,2.378992926828808,0.035783994795055306,0.1199925643647179,0.30313856129142536,0.3454985918575437,0.21293693492999685,39,330.7582781456954
BIRITIBA MIRIM,350660,0.712,2.1320349999999997,33265,317.406,1.0480268173884553,0.07341772151898734,0.16835443037974684,0.29013561621543976,0.31291198808551646,0.13418715201912293,42,116.12672811059907
BOA ESPERANÇA DO SUL,350670,0.681,2.087723,15111,690.748,0.2187628483904405,0.010344827586206896,0.061206896551724135,0.27501392080752546,0.3500348976574886,0.21257889618117193,34,51.305010893246184
BOCAINA,350680,0.742,1.7819209999999999,12571,363.926,0.3454273671021032,0.02072538860103627,0.04922279792746114,0.26909956188011075,0.3605916312136034,0.26146300325280314,37,70.21985815602837
BOFETE,350690,0.705,1.6223,12107,653.541,0.1852523407100702,0.0313588850174216,0.08536585365853659,0.28020224437530905,0.3058430674274871,0.17306455281651023,38,48.3448275862069
BOITUVA,350700,0.78,3.982936,63310,248.954,2.543040079693437,0.037621023513139694,0.08492392807745505,0.308921197304729,0.336939339886823,0.1318493074765481,39,198.97987927565393
BOM JESUS DOS PERDÕES,350710,0.713,3.6485980000000002,26506,108.366,2.4459701382352397,0.01504297994269341,0.0494269340974212,0.2988522548117885,0.33680535989431654,0.06974567702755942,38,90.28381374722838
BOM SUCESSO DE ITARARÉ,350715,0.66,1.597241,4013,133.578,0.3004237224692689,0.005319148936170213,0.06382978723404255,0.30240367289801284,0.3893240285871631,0.13223134670957423,32,20.234375
BORÁ,350720,0.746,8.479614999999999,839,118.951,0.07053324478146464,0.009345794392523364,0.037383177570093455,0.4615703552027463,0.5682392861015689,0.5448956512478488,36.5,13.671875
BORACÉIA,350730,0.754,8.022855,4913,122.11,0.4023421505200229,0.021052631578947368,0.13157894736842105,0.32081674226056917,0.3836327315820611,0.31495377854389317,35,21.76923076923077
BORBOREMA,350740,0.73,2.337491,16278,552.256,0.2947546065592769,0.029211295034079845,0.2317429406037001,0.322233438606129,0.45562711438694786,0.25658967144199957,38,60.997844827586206
BOREBI,350745,0.705,2.490582,2713,347.989,0.0779622344384449,0.010362694300518135,0.08808290155440414,0.3207257714586256,0.4203358608390296,0.07412225164500962,37,19.86283185840708
BOTUCATU,350750,0.8,3.1925209999999997,149718,1482.642,1.0098054688859481,0.01958733479129029,0.10982219264048683,0.38406159656794897,0.44966178575020177,0.5977969458892769,35,508.20216606498195
BRAGANÇA PAULISTA,350760,0.776,3.7813449999999995,172346,512.584,3.3622976916954106,0.029868868382710054,0.0794074793589121,0.37849715388556454,0.4156245520486654,0.29703889041079395,37,594.275390625
BRAÚNA,350770,0.737,1.743566,5795,195.176,0.2969115055129729,0.038929440389294405,0.04866180048661801,0.28495212983179924,0.3573096712035169,0.27451776453673815,40,25.486187845303867
BREJO ALEGRE,350775,0.71,2.927106,2911,105.689,0.2754307449214204,0.01990049751243781,0.05970149253731343,0.2733964518103849,0.3475836028291843,0.31118554959648015,36,14.621019108280255
BRODOWSKI,350780,0.755,2.720314,25605,278.458,0.9195282591988737,0.026871401151631478,0.12923864363403711,0.31953816586387007,0.367633863950338,0.2603567249908221,39,101.81796116504854
BROTAS,350790,0.74,2.7225669999999997,24862,1101.373,0.2257364217208884,0.026878015161957272,0.1481736733287388,0.3322273747954953,0.3918807443069739,0.20446289597023176,37,86.84486373165619
BURI,350800,0.667,2.090586,20050,1196.462,0.16757740738945323,0.03626595030221625,0.0631296171927468,0.35328742155526965,0.34307947641343106,0.11170138750020862,37,70.45751633986929
BURITAMA,350810,0.763,3.7385309999999996,17414,326.921,0.5326669134133323,0.026920551543007223,0.1943532501641497,0.3411421046292252,0.44698723500858767,0.378345666962235,39,68.82666666666667
BURITIZAL,350820,0.735,4.001923000000001,4547,266.42,0.1706703700923354,0.01932367149758454,0.028985507246376812,0.3001803388620838,0.3135142619161368,0.2635637804268822,37,27.234615384615385
CABRÁLIA PAULISTA,350830,0.694,1.9260490000000001,4222,239.974,0.17593572637035682,0.023809523809523808,0.11224489795918367,0.368293189738129,0.45450202278046054,0.3836832858649746,37,22.982035928143713
CABREÚVA,350840,0.738,9.551816,51130,260.234,1.9647701683869137,0.03223174214606283,0.11709506323949409,0.27748318976999653,0.2563467124926412,0,38,135.66981132075472
CAÇAPAVA,350850,0.788,4.61925,95752,368.99,2.59497547359007,0.03496503496503497,0.10546210546210547,0.3303020597086302,0.37571460457174455,0.1921429151032624,39,302.55961538461537
CACHOEIRA PAULISTA,350860,0.764,1.8401779999999999,33827,287.99,1.1745893954651203,0.012017710309930424,0.10309930423782417,0.29140306350640655,0.28618764085525283,0.22483140616784,40,94.11439114391143
CACONDE,350870,0.72,1.884616,19031,468.214,0.40645943948707214,0.041223404255319146,0.11702127659574468,0.3309837070861461,0.3686215818291831,0.2841295862088579,41,74.05164319248826
CAFELÂNDIA,350880,0.742,2.855067,17917,920.28,0.194690746294606,0.10305343511450382,0.21755725190839695,0.29188271414284095,0.3666179177649643,0.2600785775839331,41.5,75.75526315789473
CAIABU,350890,0.729,1.389364,4195,253.352,0.16557990463860559,0.015037593984962405,0.09022556390977443,0.3499822211724904,0.41657939617367934,0.16963737484466315,39,20.149295774647886
CAIEIRAS,350900,0.781,3.5517309999999997,104044,97.642,10.655660473976363,0.03528183716075157,0.08434237995824635,0.28201843535261106,0.32419669319770916,0.14880584477939685,39,255.8578352180937
CAIUÁ,350910,0.697,1.3036290000000001,6017,551.159,0.10916994914353209,0.03404255319148936,0.07234042553191489,0.5604071235199614,0.6164060973524677,0.23918458691661235,36,37.30769230769231
CAJAMAR,350920,0.728,22.435959,79034,131.386,6.015404989877156,0.045889732585011556,0.118190822053483,0.35152836174240537,0.4244308647920115,0.07424650698490731,38,227.18845500848897
CAJATI,350925,0.694,5.077698000000001,28441,454.436,0.6258527053314438,0.024281466798810703,0.05302279484638256,0.41166676903524724,0.4092260381637616,0.13818223153236073,39,97.619140625
CAJOBI,350930,0.734,1.487372,10649,176.929,0.6018798501093658,0.024875621890547265,0.0945273631840796,0.3438127849394854,0.4247712595069135,0.26164528914120555,41,47.704663212435236
CAJURU,350940,0.713,2.206152,26613,660.088,0.4031735162584383,0.029234737747205503,0.049011177987962166,0.2841672051857039,0.3203662032986346,0.2801269901000579,40,90.53289473684211
CAMPINA DO MONTE ALEGRE,350945,0.717,1.8135709999999998,6088,184.479,0.3300104618953919,0.05154639175257732,0.22422680412371135,0.42571346873731297,0.5693884985869995,0.23257861000659635,39,52.94273127753304
CAMPINAS,350950,0.805,5.141744,1223237,794.571,15.394936387056662,0.046008613396908406,0.16980696762285627,0.307667360811004,0.34237978792925006,0.2545549335698707,40,2585.2635761589404
CAMPO LIMPO PAULISTA,350960,0.769,2.521106,86407,79.403,10.882082540961928,0.0444624090541633,0.10158986796011857,0.2845103992600326,0.2931150606335504,0.11769976093956407,39,228.80535714285713
CAMPOS DO JORDÃO,350970,0.749,2.410748,52713,289.981,1.8178087529872646,0.023358158429248477,0.0944482058226134,0.33341215792069784,0.416194157858903,0.17755638683646977,37,187.3621052631579
CAMPOS NOVOS PAULISTA,350980,0.706,2.8746560000000003,5028,484.199,0.10384160231640296,0.04964539007092199,0.28368794326241137,0.34272887610706937,0.39773354721128745,0.27398535501637195,40.5,24.785507246376813
CANANÉIA,350990,0.72,2.397774,12542,1237.354,0.10136145355330811,0.03731343283582089,0.08706467661691543,0.36795214458842734,0.40724372024632693,0.2776338841719405,39,61.12605042016807
CANAS,350995,0.704,2.062306,5268,53.261,0.9890914552862319,0,0.11926605504587157,0.24624735780410456,0.3396212586160043,0.12427793170629155,40,29.155555555555555
CÂNDIDO MOTA,351000,0.747,3.73726,31410,595.811,0.5271805992168658,0.042102120035831594,0.1391460137354434,0.3176486243572244,0.3855960058917875,0.29336951646873344,38,122.12383177570094
CÂNDIDO RODRIGUES,351010,0.789,3.591703,2805,70.892,0.39567229024431533,0.1,0.26,0.39401804317316735,0.5436042639306969,0.5327525082678244,39,28.352040816326532
CANITAR,351015,0.68,3.671302,5365,57.459,0.9337092535547085,0.02913907284768212,0.046357615894039736,0.3259138200705402,0.35931126453631973,0.12489197098157433,33,26.726708074534162
CAPÃO BONITO,351020,0.721,1.9221419999999998,47098,1640.23,0.28714265682251877,0.023307163886162906,0.03361138370951914,0.34815521078401157,0.3830274784267901,0.1793373008059519,37,139.52930728241563
CAPELA DO ALTO,351030,0.699,1.334401,21257,169.89,1.251221378539055,0.02404809619238477,0.06012024048096192,0.39435757980051944,0.3839764664893381,0.07979047826766447,36,89.47642679900744
CAPIVARI,351040,0.75,3.7353400000000003,56973,322.878,1.7645364503001133,0.017664023071377072,0.08759913482335976,0.27259210178647664,0.3215768922990605,0.15880202973038823,39,177.16255144032922
CARAGUATATUBA,351050,0.759,2.780288,125194,484.947,2.581601700804418,0.023897861195984287,0.08467917939764295,0.34731217603472797,0.4392954519290265,0.16896298896131906,39,382.0883392226148
CARAPICUÍBA,351060,0.749,1.441333,405375,34.546,117.34354194407457,0.03922097176359593,0.10553271783812926,0.24764287932493848,0.27219454626390654,0.0737395325617988,40,870.4298780487804
CARDOSO,351070,0.722,2.077049,12371,639.248,0.19352426601256476,0.03513513513513514,0.10270270270270271,0.3441009156880824,0.4264109984949255,0.3994479840408116,41,56.09254498714653
CASA BRANCA,351080,0.73,2.748844,30655,864.225,0.3547108681188348,0.03988737681839512,0.08962928202721727,0.30109918518381923,0.3202982077315844,0.2638216175641955,37,99.18181818181819
CÁSSIA DOS COQUEIROS,351090,0.734,5.858194,2488,191.683,0.12979763463635272,0,NA,0.5843719941636485,0.6087432400439423,0.25792947011239686,40,25.207373271889402
CASTILHO,351100,0.731,4.170815,21521,1065.318,0.2020147974595379,0.049754730203223546,0.09810791871058164,0.27793526521086603,0.33045743055416066,0.25661224867689314,39,70.52854122621565
CATANDUVA,351110,0.785,3.461118,123114,290.596,4.236603394403226,0.044459338695263625,0.10243521000893654,0.2924684686755038,0.37766128061187615,0.35202009515502153,40,343.07640067911717
CATIGUÁ,351120,0.751,1.507911,7905,148.393,0.5327070683927139,0.06150341685649203,0.12072892938496584,0.307005820288847,0.39817822663537233,0.3131168811009191,39,38.73900293255132
CEDRAL,351130,0.766,3.4238370000000002,9452,197.838,0.47776463571204725,0.019300361881785282,0.1652593486127865,0.40919411578936715,0.463243757225898,0.39118087684438074,39,44.632241813602015
CERQUEIRA CÉSAR,351140,0.729,3.060521,20391,511.621,0.3985567441524097,0.024886877828054297,0.06184012066365008,0.44473888876564543,0.5164287334516694,0.24844350727109268,36,104.62698412698413
CERQUILHO,351150,0.782,3.8133410000000003,50631,127.803,3.9616440928616696,0.02708279597627031,0.13902501934485426,0.2948401271609378,0.36612465269046124,0.18272931136187834,37,171.04458598726114
CESÁRIO LANGE,351160,0.706,2.412803,18595,190.392,0.9766691877809993,0.0296655879180151,0.04854368932038835,0.36018073288717517,0.38825599580556525,0.13065046624928284,36,81.77427821522309
CHARQUEADA,351170,0.736,2.080695,17539,175.846,0.9974068218782344,0.03741496598639456,0.16439909297052155,0.31909616408602254,0.3412041610466242,0.17500526043153655,39,60.16198704103672
CHAVANTES,355720,0.729,1.670608,12418,188.727,0.6579874633730202,0.03122043519394513,0.048249763481551564,0.32807810735156456,0.37784872683872534,0.21730365467017806,36,54.315649867374006
CLEMENTINA,351190,0.725,2.594535,8894,168.59,0.5275520493504953,0.02824858757062147,0.15630885122410546,0.23105477881438716,0.34183003050964195,0.22606405440552588,39,36.75
COLINA,351200,0.757,6.021814,18601,422.303,0.4404657319507557,0.05,0.07435897435897436,0.34488839594959647,0.3367484936438968,0.22796529553158842,40,66.10284463894968
COLÔMBIA,351210,0.71,5.320743,6223,728.648,0.08540474961847147,0.023809523809523808,0.09090909090909091,0.40424418386816874,0.502467430009161,0.3109180565896905,38,37.06603773584906
CONCHAL,351220,0.708,2.488449,28491,182.793,1.5586483071014754,0.02937720329024677,0.08871915393654524,0.4705909163185636,0.40940005776846716,0.16746595122889005,38,124.6842105263158
CONCHAS,351230,0.736,1.9830729999999999,18138,466.12,0.3891272633656569,0.030213270142180094,0.06516587677725119,0.2977199799359986,0.32910919075850836,0.2424742070720041,36,59.09147609147609
CORDEIRÓPOLIS,351240,0.758,11.651963,25116,137.579,1.8255693092695833,0.0195906432748538,0.07543859649122807,0.3334394546112462,0.3933197612801413,0.2672929903449912,35,89.41649048625793
COROADOS,351250,0.719,2.7648490000000003,6197,246.825,0.25106857084979234,0.02663934426229508,0.06762295081967214,0.2717491475395056,0.33334471633148766,0.27176072755167946,38,23.202898550724637
CORONEL MACEDO,351260,0.69,1.625872,4591,303.83,0.15110423592140343,0.034782608695652174,0.07173913043478261,0.5933278569145995,0.6279180059828283,0.41489067623815157,38,29.734285714285715
CORUMBATAÍ,351270,0.754,6.141868,4072,278.622,0.1461478275225933,0.02040816326530612,0.061224489795918366,0.33502269170265797,0.42526832915709417,0.31990517475310226,36,42.78787878787879
COSMÓPOLIS,351280,0.769,2.2410360000000003,74662,154.665,4.8273365014709215,0.022928060580563736,0.08582246529238537,0.1945327401918985,0.21259871348964776,0.04673787320713549,39,169.67437722419928
COSMORAMA,351290,0.722,4.591253,7289,441.68,0.16502898025719978,0.043010752688172046,0.14516129032258066,0.48814905845363293,0.5824263105617918,0.494123321724834,38.5,43.87784090909091
COTIA,351300,0.78,5.122548999999999,257882,323.994,7.959468385217009,0.04049108723881478,0.12666745366544682,0.2959057021908987,0.3098458588362314,0.10854872153285028,39,623.8496
CRAVINHOS,351310,0.756,3.4165629999999996,35858,311.423,1.1514242685993006,0.03456402199528672,0.2835820895522388,0.37221356551888174,0.39493422794522076,0.1568566142124606,43,122.82494969818913
CRISTAIS PAULISTA,351320,0.734,2.26171,8803,385.23,0.22851283648729329,0.012629161882893225,0.0539609644087256,0.35682635673273133,0.38104429669308426,0.20486594248521692,35,40.10840108401084
